Contig	Source	Type	Pos_Start	Pos_End	Strand	Locus_Tag	Product	Predicted_Operon
HCP21_2_106805	img_mer_v340	CDS	1	102	+	HCP21_00120530	hypothetical protein	HCP21_2_106805-F1
HCP21_2_109805	img_mer_v340	CDS	24	116	-	HCP21_00120540	Rhomboid family.	HCP21_2_109805-R1
HCP21_2_111305	img_mer_v340	CDS	2	124	+	HCP21_00120550	Methionine synthase II (cobalamin-independent)	HCP21_2_111305-F1
HCP21_2_111805	img_mer_v340	CDS	9	128	-	HCP21_00120560	Glycerophosphoryl diester phosphodiesterase	HCP21_2_111805-R1
HCP21_2_112805	img_mer_v340	CDS	2	130	+	HCP21_00120570	Gamma-glutamyl phosphate reductase	HCP21_2_112805-F1
HCP21_2_113305	img_mer_v340	CDS	13	120	-	HCP21_00120580	Ras family.	HCP21_2_113305-R1
HCP21_2_116305	img_mer_v340	CDS	58	171	+	HCP21_00120590	TBC domain.	HCP21_2_116305-F1
HCP21_2_116805	img_mer_v340	CDS	2	181	+	HCP21_00120600	CDP-alcohol phosphatidyltransferase.	HCP21_2_116805-F1
HCP21_2_118805	img_mer_v340	CDS	3	218	-	HCP21_00120610	Serine/threonine protein kinase	HCP21_2_118805-R1
HCP21_2_124553	img_mer_v340	CDS	2	117	-	HCP21_00120620	HI0933-like protein.	HCP21_2_124553-R1
HCP21_2_126053	img_mer_v340	CDS	14	124	-	HCP21_00120630	hypothetical protein	HCP21_2_126053-R1
HCP21_2_129053	img_mer_v340	CDS	58	150	-	HCP21_00120640	DnaJ-class molecular chaperone with C-terminal Zn finger domain	HCP21_2_129053-R1
HCP21_2_129553	img_mer_v340	CDS	11	157	+	HCP21_00120650	Sugar transferases involved in lipopolysaccharide synthesis	HCP21_2_129553-F1
HCP21_2_131553	img_mer_v340	CDS	2	166	+	HCP21_00120660	Ras family.	HCP21_2_131553-F1
HCP21_2_134732	img_mer_v340	CDS	2	106	+	HCP21_00120670	hypothetical protein	HCP21_2_134732-F1
HCP21_2_136232	img_mer_v340	CDS	2	109	+	HCP21_00120680	Dihydroxyacid dehydratase/phosphogluconate dehydratase	HCP21_2_136232-F1
HCP21_2_144732	img_mer_v340	CDS	5	166	-	HCP21_00120690	hypothetical protein	HCP21_2_144732-R1
HCP21_2_148732	img_mer_v340	CDS	55	210	+	HCP21_00120700	hypothetical protein	HCP21_2_148732-F1
HCP21_2_157085	img_mer_v340	CDS	2	129	-	HCP21_00120710	hypothetical protein	HCP21_2_157085-R1
HCP21_2_158085	img_mer_v340	CDS	1	135	+	HCP21_00120720	hypothetical protein	HCP21_2_158085-F1
HCP21_2_159085	img_mer_v340	CDS	1	147	+	HCP21_00120730	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	HCP21_2_159085-F1
HCP21_2_160085	img_mer_v340	CDS	60	161	+	HCP21_00120740	Ribosomal protein L37e.	HCP21_2_160085-F1
HCP21_10713	img_mer_v340	CDS	1	354	-	HCP21_00120750	hypothetical protein	HCP21_10713-R1
HCP21_6092	img_mer_v340	CDS	2	430	+	HCP21_00120760	WD domain, G-beta repeat.	HCP21_6092-F1
HCP21_3917	img_mer_v340	CDS	78	167	-	HCP21_00120770	hypothetical protein	HCP21_3917-R1
HCP21_3917	img_mer_v340	CDS	175	330	-	HCP21_00120780	hypothetical protein	HCP21_3917-R1
HCP21_3797	img_mer_v340	CDS	67	366	+	HCP21_00120790	hypothetical protein	HCP21_3797-F1
HCP21_2502	img_mer_v340	CDS	3	272	-	HCP21_00120800	hypothetical protein	HCP21_2502-R1
HCP21_9548	img_mer_v340	CDS	6	344	+	HCP21_00120810	RNA-binding protein of the Puf family, translational repressor	HCP21_9548-F1
HCP21_247_	img_mer_v340	CDS	90	272	-	HCP21_00120820	hypothetical protein	HCP21_247_-R1
HCP21_247_	img_mer_v340	CDS	256	408	-	HCP21_00120830	hypothetical protein	HCP21_247_-R1
HCP21_9758	img_mer_v340	CDS	202	324	-	HCP21_00120840	hypothetical protein	HCP21_9758-R1
HCP21_9041	img_mer_v340	CDS	1	84	-	HCP21_00120850	hypothetical protein	HCP21_9041-R1
HCP21_6633	img_mer_v340	CDS	47	301	+	HCP21_00120860	hypothetical protein	HCP21_6633-F1
HCP21_5923	img_mer_v340	CDS	1	1722	+	HCP21_00120870	hypothetical protein	HCP21_5923-F1
HCP21_1486	img_mer_v340	CDS	3	326	+	HCP21_00120880	hypothetical protein	HCP21_1486-F1
HCP21_9116	img_mer_v340	CDS	1	645	+	HCP21_00120890	hypothetical protein	HCP21_9116-F1
HCP21_8459	img_mer_v340	CDS	3	437	+	HCP21_00120900	hypothetical protein	HCP21_8459-F1
HCP21_8688	img_mer_v340	CDS	2	430	-	HCP21_00120910	Nitroreductase	HCP21_8688-R1
HCP21_8044	img_mer_v340	CDS	63	614	-	HCP21_00120920	hypothetical protein	HCP21_8044-R1
HCP21_10531	img_mer_v340	CDS	2	439	-	HCP21_00120930	hypothetical protein	HCP21_10531-R1
HCP21_5381	img_mer_v340	CDS	57	386	-	HCP21_00120940	hypothetical protein	HCP21_5381-R1
HCP21_647_	img_mer_v340	CDS	1	390	-	HCP21_00120950	hypothetical protein	HCP21_647_-R1
HCP21_9309	img_mer_v340	CDS	37	255	+	HCP21_00120960	Uncharacterized protein containing DHHC-type Zn finger	HCP21_9309-F1
HCP21_9309	img_mer_v340	CDS	253	579	+	HCP21_00120970	hypothetical protein	HCP21_9309-F1
HCP21_2333	img_mer_v340	CDS	3	356	-	HCP21_00120980	hypothetical protein	HCP21_2333-R1
HCP21_1782	img_mer_v340	CDS	1	321	+	HCP21_00120990	hypothetical protein	HCP21_1782-F1
HCP21_2_11692	img_mer_v340	CDS	2	129	-	HCP21_00121000	Protein kinase domain.	HCP21_2_11692-R1
HCP21_2_12192	img_mer_v340	CDS	1	168	+	HCP21_00121010	Protein kinase domain.	HCP21_2_12192-F1
HCP21_2_13692	img_mer_v340	CDS	4	222	-	HCP21_00121020	hypothetical protein	HCP21_2_13692-R1
HCP21_2_21025	img_mer_v340	CDS	10	126	-	HCP21_00121030	Phospholipase B.	HCP21_2_21025-R1
HCP21_2_24525	img_mer_v340	CDS	2	169	+	HCP21_00121040	Myb superfamily proteins, including transcription factors and mRNA splicing factors	HCP21_2_24525-F1
HCP21_2_29250	img_mer_v340	rRNA	2	102	-	HCP21_00121050	23S	HCP21_2_29250-R1
HCP21_2_37250	img_mer_v340	CDS	5	184	-	HCP21_00121060	Protein kinase domain.	HCP21_2_37250-R1
HCP21_2_41352	img_mer_v340	CDS	2	108	-	HCP21_00121070	SOS-response transcriptional repressors (RecA-mediated autopeptidases)	HCP21_2_41352-R1
HCP21_2_55852	img_mer_v340	CDS	60	245	-	HCP21_00121080	hypothetical protein	HCP21_2_55852-R1
HCP21_2_59738	img_mer_v340	CDS	6	110	-	HCP21_00121090	Protein kinase domain.	HCP21_2_59738-R1
HCP21_2_66238	img_mer_v340	CDS	11	163	+	HCP21_00121100	tRNA and rRNA cytosine-C5-methylases	HCP21_2_66238-F1
HCP21_2_78881	img_mer_v340	CDS	3	164	+	HCP21_00121110	hypothetical protein	HCP21_2_78881-F1
HCP21_2_80381	img_mer_v340	CDS	3	200	+	HCP21_00121120	Excinuclease ATPase subunit	HCP21_2_80381-F1
HCP21_2_81381	img_mer_v340	CDS	20	229	+	HCP21_00121130	DNA replication protein	HCP21_2_81381-F1
HCP21_2_90535	img_mer_v340	CDS	3	158	-	HCP21_00121140	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	HCP21_2_90535-R1
HCP21_2_91035	img_mer_v340	CDS	1	132	+	HCP21_00121150	Serine/threonine protein kinase	HCP21_2_91035-F1
HCP21_2_91535	img_mer_v340	CDS	5	175	+	HCP21_00121160	Protein kinase domain.	HCP21_2_91535-F1
HCP21_2_92035	img_mer_v340	CDS	2	178	+	HCP21_00121170	hypothetical protein	HCP21_2_92035-F1
HCP21_2_104207	img_mer_v340	CDS	3	191	-	HCP21_00121180	F0F1-type ATP synthase, beta subunit	HCP21_2_104207-R1
HCP21_2_109306	img_mer_v340	CDS	17	112	+	HCP21_00121190	hypothetical protein	HCP21_2_109306-F1
HCP21_2_125054	img_mer_v340	CDS	12	119	+	HCP21_00121200	hypothetical protein	HCP21_2_125054-F1
HCP21_2_127554	img_mer_v340	CDS	3	136	-	HCP21_00121210	MORN repeat.	HCP21_2_127554-R1
HCP21_2_132054	img_mer_v340	CDS	12	206	+	HCP21_00121220	Helicase subunit of the DNA excision repair complex	HCP21_2_132054-F1
HCP21_2_136233	img_mer_v340	CDS	3	110	-	HCP21_00121230	hypothetical protein	HCP21_2_136233-R1
HCP21_2_149233	img_mer_v340	CDS	2	234	-	HCP21_00121240	hypothetical protein	HCP21_2_149233-R1
HCP21_2_156586	img_mer_v340	CDS	3	125	-	HCP21_00121250	Phosphoserine aminotransferase	HCP21_2_156586-R1
HCP21_2_160586	img_mer_v340	CDS	2	100	+	HCP21_00121260	Cell cycle control protein	HCP21_2_160586-F1
HCP21_5748	img_mer_v340	CDS	96	611	+	HCP21_00121270	Serine/threonine protein kinase	HCP21_5748-F1
HCP21_7033	img_mer_v340	CDS	3	404	+	HCP21_00121280	hypothetical protein	HCP21_7033-F1
HCP21_3167	img_mer_v340	CDS	3	664	-	HCP21_00121290	Glycogen synthase	HCP21_3167-R1
HCP21_3167	img_mer_v340	CDS	694	771	-	HCP21_00121300	hypothetical protein	HCP21_3167-R1
HCP21_6056	img_mer_v340	CDS	218	643	+	HCP21_00121310	Predicted ATPase (AAA+ superfamily)	HCP21_6056-F1
HCP21_126_	img_mer_v340	CDS	1	912	+	HCP21_00121320	Na+-driven multidrug efflux pump	HCP21_126_-F1
HCP21_126_	img_mer_v340	CDS	909	1007	+	HCP21_00121330	hypothetical protein	HCP21_126_-F1
HCP21_126_	img_mer_v340	CDS	1004	1387	+	HCP21_00121340	Lactoylglutathione lyase and related lyases	HCP21_126_-F1
HCP21_126_	img_mer_v340	CDS	1510	1881	+	HCP21_00121350	Predicted ATPases	HCP21_126_-F1
HCP21_1396	img_mer_v340	CDS	2	316	+	HCP21_00121360	hypothetical protein	HCP21_1396-F1
HCP21_5125	img_mer_v340	CDS	2	253	-	HCP21_00121370	hypothetical protein	HCP21_5125-R1
HCP21_4254	img_mer_v340	CDS	1	147	-	HCP21_00121380	hypothetical protein	HCP21_4254-R1
HCP21_4254	img_mer_v340	CDS	172	309	-	HCP21_00121390	hypothetical protein	HCP21_4254-R1
HCP21_7068	img_mer_v340	CDS	1	249	+	HCP21_00121400	hypothetical protein	HCP21_7068-F1
HCP21_7068	img_mer_v340	CDS	233	577	+	HCP21_00121410	hypothetical protein	HCP21_7068-F1
HCP21_5866	img_mer_v340	CDS	1	108	+	HCP21_00121420	hypothetical protein	HCP21_5866-F1
HCP21_5866	img_mer_v340	CDS	226	345	-	HCP21_00121430	hypothetical protein	HCP21_5866-R1
HCP21_9505	img_mer_v340	CDS	1	366	-	HCP21_00121440	hypothetical protein	HCP21_9505-R1
HCP21_9505	img_mer_v340	CDS	376	438	-	HCP21_00121450	hypothetical protein	HCP21_9505-R1
HCP21_425_	img_mer_v340	CDS	3	77	+	HCP21_00121460	hypothetical protein	HCP21_425_-F1
HCP21_425_	img_mer_v340	CDS	80	370	+	HCP21_00121470	hypothetical protein	HCP21_425_-F1
HCP21_9984	img_mer_v340	CDS	1	120	-	HCP21_00121480	hypothetical protein	HCP21_9984-R1
HCP21_6364	img_mer_v340	CDS	28	399	-	HCP21_00121490	hypothetical protein	HCP21_6364-R1
HCP21_9304	img_mer_v340	CDS	1	432	+	HCP21_00121500	hypothetical protein	HCP21_9304-F1
HCP21_9304	img_mer_v340	CDS	573	641	+	HCP21_00121510	hypothetical protein	HCP21_9304-F2
HCP21_2659	img_mer_v340	CDS	3	308	+	HCP21_00121520	hypothetical protein	HCP21_2659-F1
HCP21_2168	img_mer_v340	CDS	2	247	-	HCP21_00121530	hypothetical protein	HCP21_2168-R1
HCP21_2168	img_mer_v340	CDS	260	361	-	HCP21_00121540	hypothetical protein	HCP21_2168-R1
HCP21_3365	img_mer_v340	CDS	3	548	+	HCP21_00121550	hypothetical protein	HCP21_3365-F1
HCP21_1441	img_mer_v340	CDS	2	454	-	HCP21_00121560	Myotubularin-related.	HCP21_1441-R1
HCP21_2780	img_mer_v340	CDS	55	342	+	HCP21_00121570	ZIP Zinc transporter.	HCP21_2780-F1
HCP21_6386	img_mer_v340	CDS	1	786	-	HCP21_00121580	hypothetical protein	HCP21_6386-R1
HCP21_6386	img_mer_v340	CDS	890	1114	-	HCP21_00121590	hypothetical protein	HCP21_6386-R1
HCP21_7578	img_mer_v340	CDS	2	307	-	HCP21_00121600	hypothetical protein	HCP21_7578-R1
HCP21_7578	img_mer_v340	CDS	376	774	-	HCP21_00121610	hypothetical protein	HCP21_7578-R1
HCP21_5831	img_mer_v340	CDS	3	482	+	HCP21_00121620	Cation transport ATPase	HCP21_5831-F1
HCP21_1058	img_mer_v340	CDS	9	530	+	HCP21_00121630	ribosomal protein S3, bacterial type	HCP21_1058-F1
HCP21_1600	img_mer_v340	CDS	3	335	-	HCP21_00121640	hypothetical protein	HCP21_1600-R1
HCP21_10908	img_mer_v340	CDS	1	324	+	HCP21_00121650	GTPase SAR1 and related small G proteins	HCP21_10908-F1
HCP21_6830	img_mer_v340	CDS	2	259	-	HCP21_00121660	hypothetical protein	HCP21_6830-R1
HCP21_6830	img_mer_v340	CDS	322	396	-	HCP21_00121670	hypothetical protein	HCP21_6830-R1
HCP21_3393	img_mer_v340	CDS	1	450	+	HCP21_00121680	hypothetical protein	HCP21_3393-F1
HCP21_6919	img_mer_v340	CDS	208	555	-	HCP21_00121690	hypothetical protein	HCP21_6919-R1
HCP21_4639	img_mer_v340	CDS	40	510	-	HCP21_00121700	hypothetical protein	HCP21_4639-R1
HCP21_2869	img_mer_v340	CDS	73	603	-	HCP21_00121710	hypothetical protein	HCP21_2869-R1
HCP21_868_	img_mer_v340	CDS	142	312	+	HCP21_00121720	hypothetical protein	HCP21_868_-F1
HCP21_6541	img_mer_v340	CDS	1	315	-	HCP21_00121730	hypothetical protein	HCP21_6541-R1
HCP21_5011	img_mer_v340	CDS	3	167	+	HCP21_00121740	hypothetical protein	HCP21_5011-F1
HCP21_3620	img_mer_v340	CDS	43	546	+	HCP21_00121750	hypothetical protein	HCP21_3620-F1
HCP21_3309	img_mer_v340	CDS	20	547	-	HCP21_00121760	hypothetical protein	HCP21_3309-R1
HCP21_10592	img_mer_v340	CDS	132	269	+	HCP21_00121770	hypothetical protein	HCP21_10592-F1
HCP21_10592	img_mer_v340	CDS	259	423	-	HCP21_00121780	hypothetical protein	HCP21_10592-R1
HCP21_7663	img_mer_v340	CDS	4	495	+	HCP21_00121790	hypothetical protein	HCP21_7663-F1
HCP21_5944	img_mer_v340	CDS	1	294	+	HCP21_00121800	hypothetical protein	HCP21_5944-F1
HCP21_6280	img_mer_v340	CDS	2	340	+	HCP21_00121810	hypothetical protein	HCP21_6280-F1
HCP21_10179	img_mer_v340	CDS	382	543	-	HCP21_00121820	hypothetical protein	HCP21_10179-R1
HCP21_6015	img_mer_v340	CDS	3	305	-	HCP21_00121830	hypothetical protein	HCP21_6015-R1
HCP21_4986	img_mer_v340	CDS	1	288	-	HCP21_00121840	hypothetical protein	HCP21_4986-R1
HCP21_2_3397	img_mer_v340	CDS	11	103	+	HCP21_00121850	Cell division protein FtsI/penicillin-binding protein 2	HCP21_2_3397-F1
HCP21_2_5397	img_mer_v340	CDS	2	123	-	HCP21_00121860	Core histone H2A/H2B/H3/H4.	HCP21_2_5397-R1
HCP21_2_7897	img_mer_v340	CDS	35	139	+	HCP21_00121870	DnaJ-class molecular chaperone with C-terminal Zn finger domain	HCP21_2_7897-F1
HCP21_2_8397	img_mer_v340	CDS	11	145	+	HCP21_00121880	Bacterial capsule synthesis protein PGA_cap.	HCP21_2_8397-F1
HCP21_2_9397	img_mer_v340	CDS	61	153	+	HCP21_00121890	hypothetical protein	HCP21_2_9397-F1
HCP21_2_10397	img_mer_v340	CDS	3	166	-	HCP21_00121900	hypothetical protein	HCP21_2_10397-R1
HCP21_2_16730	img_mer_v340	CDS	1	105	+	HCP21_00121910	Pseudouridylate synthase	HCP21_2_16730-F1
HCP21_2_17730	img_mer_v340	CDS	3	107	+	HCP21_00121920	SPRY domain.	HCP21_2_17730-F1
HCP21_2_26230	img_mer_v340	CDS	11	211	-	HCP21_00121930	Serine/threonine protein phosphatase	HCP21_2_26230-R1
HCP21_2_27455	img_mer_v340	CDS	3	101	-	HCP21_00121940	Ras family.	HCP21_2_27455-R1
HCP21_2_33455	img_mer_v340	CDS	7	126	+	HCP21_00121950	hypothetical protein	HCP21_2_33455-F1
HCP21_2_42057	img_mer_v340	CDS	10	111	-	HCP21_00121960	NLI interacting factor-like phosphatase.	HCP21_2_42057-R1
HCP21_2_52557	img_mer_v340	CDS	21	185	+	HCP21_00121970	hypothetical protein	HCP21_2_52557-F1
HCP21_2_53557	img_mer_v340	CDS	32	193	-	HCP21_00121980	RNA recognition motif.	HCP21_2_53557-R1
HCP21_2_55557	img_mer_v340	CDS	2	208	+	HCP21_00121990	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	HCP21_2_55557-F1
HCP21_2_61943	img_mer_v340	CDS	3	119	+	HCP21_00122000	hypothetical protein	HCP21_2_61943-F1
HCP21_2_62943	img_mer_v340	CDS	1	117	+	HCP21_00122010	hypothetical protein	HCP21_2_62943-F1
HCP21_2_64943	img_mer_v340	CDS	20	130	+	HCP21_00122020	hypothetical protein	HCP21_2_64943-F1
HCP21_2_65943	img_mer_v340	CDS	10	147	+	HCP21_00122030	hypothetical protein	HCP21_2_65943-F1
HCP21_2_67943	img_mer_v340	CDS	3	200	-	HCP21_00122040	MORN repeat.	HCP21_2_67943-R1
HCP21_2_76086	img_mer_v340	CDS	6	134	+	HCP21_00122050	hypothetical protein	HCP21_2_76086-F1
HCP21_2_77086	img_mer_v340	CDS	11	142	+	HCP21_00122060	Methionine synthase II (cobalamin-independent)	HCP21_2_77086-F1
HCP21_2_79586	img_mer_v340	CDS	2	163	+	HCP21_00122070	Glycosyl hydrolase family 20, catalytic domain.	HCP21_2_79586-F1
HCP21_2_83240	img_mer_v340	CDS	3	104	-	HCP21_00122080	Ras family.	HCP21_2_83240-R1
HCP21_2_84240	img_mer_v340	CDS	9	110	-	HCP21_00122090	hypothetical protein	HCP21_2_84240-R1
HCP21_2_86240	img_mer_v340	CDS	2	117	-	HCP21_00122100	hypothetical protein	HCP21_2_86240-R1
HCP21_2_90740	img_mer_v340	CDS	4	162	-	HCP21_00122110	hypothetical protein	HCP21_2_90740-R1
HCP21_2_98912	img_mer_v340	CDS	7	123	+	HCP21_00122120	MORN repeat.	HCP21_2_98912-F1
HCP21_2_103912	img_mer_v340	CDS	5	184	-	HCP21_00122130	Protein kinase domain.	HCP21_2_103912-R1
HCP21_2_107511	img_mer_v340	CDS	8	106	+	HCP21_00122140	Protein kinase domain.	HCP21_2_107511-F1
HCP21_2_118011	img_mer_v340	CDS	3	200	+	HCP21_00122150	MORN repeat.	HCP21_2_118011-F1
HCP21_2_129259	img_mer_v340	CDS	7	153	-	HCP21_00122160	Diacylglycerol kinase catalytic domain.	HCP21_2_129259-R1
HCP21_2_132259	img_mer_v340	CDS	3	214	-	HCP21_00122170	hypothetical protein	HCP21_2_132259-R1
HCP21_2_139938	img_mer_v340	CDS	33	128	-	HCP21_00122180	hypothetical protein	HCP21_2_139938-R1
HCP21_2_143938	img_mer_v340	CDS	9	146	-	HCP21_00122190	Sulfite reductase, alpha subunit (flavoprotein)	HCP21_2_143938-R1
HCP21_2_144438	img_mer_v340	CDS	1	165	+	HCP21_00122200	hypothetical protein	HCP21_2_144438-F1
HCP21_2_144938	img_mer_v340	CDS	3	167	+	HCP21_00122210	hypothetical protein	HCP21_2_144938-F1
HCP21_2_155291	img_mer_v340	CDS	4	117	-	HCP21_00122220	hypothetical protein	HCP21_2_155291-R1
HCP21_2_155791	img_mer_v340	CDS	3	121	-	HCP21_00122230	hypothetical protein	HCP21_2_155791-R1
HCP21_2_157291	img_mer_v340	CDS	2	121	+	HCP21_00122240	hypothetical protein	HCP21_2_157291-F1
HCP21_5578	img_mer_v340	CDS	1	285	+	HCP21_00122250	hypothetical protein	HCP21_5578-F1
HCP21_8172	img_mer_v340	CDS	71	502	+	HCP21_00122260	hypothetical protein	HCP21_8172-F1
HCP21_7411	img_mer_v340	CDS	9	908	-	HCP21_00122270	hypothetical protein	HCP21_7411-R1
HCP21_7411	img_mer_v340	CDS	1022	1603	-	HCP21_00122280	Predicted ATP-binding protein involved in virulence	HCP21_7411-R1
HCP21_7537	img_mer_v340	CDS	2	370	-	HCP21_00122290	hypothetical protein	HCP21_7537-R1
HCP21_9095	img_mer_v340	CDS	1	66	+	HCP21_00122300	hypothetical protein	HCP21_9095-F1
HCP21_9095	img_mer_v340	CDS	236	502	-	HCP21_00122310	hypothetical protein	HCP21_9095-R1
HCP21_5930	img_mer_v340	CDS	1	378	-	HCP21_00122320	Glycosyl hydrolases family 43.	HCP21_5930-R1
HCP21_8469	img_mer_v340	CDS	2	496	+	HCP21_00122330	CCCH-type Zn-finger protein	HCP21_8469-F1
HCP21_5437	img_mer_v340	CDS	38	1462	+	HCP21_00122340	Serine/threonine protein kinase	HCP21_5437-F1
HCP21_5485	img_mer_v340	CDS	1	603	+	HCP21_00122350	hypothetical protein	HCP21_5485-F1
HCP21_7871	img_mer_v340	CDS	2	568	-	HCP21_00122360	Serine/threonine protein kinase	HCP21_7871-R1
HCP21_7871	img_mer_v340	CDS	558	905	-	HCP21_00122370	Protein kinase domain.	HCP21_7871-R1
HCP21_1085	img_mer_v340	CDS	1	414	+	HCP21_00122380	hypothetical protein	HCP21_1085-F1
HCP21_10889	img_mer_v340	CDS	2	322	+	HCP21_00122390	hypothetical protein	HCP21_10889-F1
HCP21_3617	img_mer_v340	CDS	3	554	+	HCP21_00122400	Serine/threonine protein kinase	HCP21_3617-F1
HCP21_3722	img_mer_v340	CDS	2	1072	+	HCP21_00122410	hypothetical protein	HCP21_3722-F1
HCP21_4462	img_mer_v340	CDS	3	734	+	HCP21_00122420	hypothetical protein	HCP21_4462-F1
HCP21_10907	img_mer_v340	CDS	117	464	-	HCP21_00122430	hypothetical protein	HCP21_10907-R1
HCP21_3518	img_mer_v340	CDS	1	882	-	HCP21_00122440	ATPases with chaperone activity, ATP-binding subunit	HCP21_3518-R1
HCP21_3518	img_mer_v340	CDS	894	1262	-	HCP21_00122450	Predicted transcriptional regulators	HCP21_3518-R1
HCP21_3518	img_mer_v340	CDS	1333	1539	-	HCP21_00122460	hypothetical protein	HCP21_3518-R1
HCP21_10517	img_mer_v340	CDS	2	505	+	HCP21_00122470	Nucleoside recognition.	HCP21_10517-F1
HCP21_10185	img_mer_v340	CDS	2	112	+	HCP21_00122480	hypothetical protein	HCP21_10185-F1
HCP21_10185	img_mer_v340	CDS	478	708	-	HCP21_00122490	hypothetical protein	HCP21_10185-R1
HCP21_446_	img_mer_v340	CDS	64	354	-	HCP21_00122500	hypothetical protein	HCP21_446_-R1
HCP21_6020	img_mer_v340	CDS	3	596	-	HCP21_00122510	hypothetical protein	HCP21_6020-R1
HCP21_2698	img_mer_v340	CDS	2	367	+	HCP21_00122520	ATPases involved in chromosome partitioning	HCP21_2698-F1
HCP21_1_1_newblercontig07524	img_mer_v340	rRNA	1	236	+	HCP21_00122530	16S	HCP21_1_1_newblercontig07524-F1
HCP21_2_99209	img_mer_v340	rRNA	1	125	+	HCP21_00122540	23S	HCP21_2_99209-F1
HCP21_9867	img_mer_v340	CDS	1	444	-	HCP21_00122550	Acyl-ACP thioesterase.	HCP21_9867-R1
HCP21_1734	img_mer_v340	CDS	9	365	+	HCP21_00122560	hypothetical protein	HCP21_1734-F1
HCP21_6433	img_mer_v340	CDS	3	404	-	HCP21_00122570	MORN repeat.	HCP21_6433-R1
HCP21_9938	img_mer_v340	CDS	2	874	-	HCP21_00122580	Dipeptidyl aminopeptidases/acylaminoacyl-peptidases	HCP21_9938-R1
HCP21_6314	img_mer_v340	CDS	1	555	+	HCP21_00122590	hypothetical protein	HCP21_6314-F1
HCP21_1760	img_mer_v340	CDS	68	277	-	HCP21_00122600	ABC-type multidrug transport system, ATPase and permease components	HCP21_1760-R1
HCP21_1760	img_mer_v340	CDS	284	445	-	HCP21_00122610	hypothetical protein	HCP21_1760-R1
HCP21_4389	img_mer_v340	CDS	3	83	+	HCP21_00122620	hypothetical protein	HCP21_4389-F1
HCP21_7188	img_mer_v340	CDS	3	1343	-	HCP21_00122630	hypothetical protein	HCP21_7188-R1
HCP21_4562	img_mer_v340	CDS	3	566	+	HCP21_00122640	hypothetical protein	HCP21_4562-F1
HCP21_8448	img_mer_v340	CDS	1	291	+	HCP21_00122650	hypothetical protein	HCP21_8448-F1
HCP21_1714	img_mer_v340	CDS	138	338	+	HCP21_00122660	hypothetical protein	HCP21_1714-F1
HCP21_4987	img_mer_v340	CDS	175	267	-	HCP21_00122670	hypothetical protein	HCP21_4987-R1
HCP21_3095	img_mer_v340	CDS	1	111	+	HCP21_00122680	hypothetical protein	HCP21_3095-F1
HCP21_2420	img_mer_v340	CDS	45	2405	+	HCP21_00122690	hypothetical protein	HCP21_2420-F1
HCP21_5779	img_mer_v340	CDS	63	419	-	HCP21_00122700	hypothetical protein	HCP21_5779-R1
HCP21_10627	img_mer_v340	CDS	3	62	-	HCP21_00122710	hypothetical protein	HCP21_10627-R1
HCP21_10627	img_mer_v340	CDS	221	622	-	HCP21_00122720	hypothetical protein	HCP21_10627-R1
HCP21_3707	img_mer_v340	CDS	3	434	-	HCP21_00122730	hypothetical protein	HCP21_3707-R1
HCP21_9587	img_mer_v340	CDS	89	331	-	HCP21_00122740	hypothetical protein	HCP21_9587-R1
HCP21_9257	img_mer_v340	CDS	2	244	+	HCP21_00122750	hypothetical protein	HCP21_9257-F1
HCP21_5942	img_mer_v340	CDS	4	429	+	HCP21_00122760	hypothetical protein	HCP21_5942-F1
HCP21_10630	img_mer_v340	CDS	2	331	-	HCP21_00122770	hypothetical protein	HCP21_10630-R1
HCP21_3403	img_mer_v340	CDS	2	133	-	HCP21_00122780	hypothetical protein	HCP21_3403-R1
HCP21_3403	img_mer_v340	CDS	241	396	-	HCP21_00122790	hypothetical protein	HCP21_3403-R1
HCP21_1_1_newblercontig06335	img_mer_v340	CDS	2	247	+	HCP21_00122800	Uncharacterized Fe-S center protein	HCP21_1_1_newblercontig06335-F1
HCP21_1_1_newblercontig09241	img_mer_v340	CDS	3	146	+	HCP21_00122810	hypothetical protein	HCP21_1_1_newblercontig09241-F1
HCP21_2_695	img_mer_v340	CDS	4	102	-	HCP21_00122820	hypothetical protein	HCP21_2_695-R1
HCP21_2_8195	img_mer_v340	CDS	3	143	+	HCP21_00122830	Acyl-CoA dehydrogenases	HCP21_2_8195-F1
HCP21_2_11195	img_mer_v340	CDS	1	177	+	HCP21_00122840	Cystathionine beta-lyases/cystathionine gamma-synthases	HCP21_2_11195-F1
HCP21_2_13195	img_mer_v340	CDS	3	215	+	HCP21_00122850	Protein kinase domain.	HCP21_2_13195-F1
HCP21_2_18028	img_mer_v340	CDS	3	103	-	HCP21_00122860	Protein kinase domain.	HCP21_2_18028-R1
HCP21_2_23028	img_mer_v340	CDS	8	145	-	HCP21_00122870	hypothetical protein	HCP21_2_23028-R1
HCP21_2_24028	img_mer_v340	tRNA	2	77	-			HCP21_2_24028-R1
HCP21_2_27753	img_mer_v340	CDS	21	98	-	HCP21_00122890	hypothetical protein	HCP21_2_27753-R1
